Time(s),Ch1(A),Ch2(V),Ch3(V)
-9.520000000000000684e-02,-6.894966999999999624e-01,6.826699999999999782e-03,6.485269999999999577e-03
-9.500000000000000111e-02,-7.031501000000000001e-01,-1.365339999999999956e-02,-7.167929999999999441e-03
-9.480000000000000926e-02,-7.031501000000000001e-01,-6.826699999999999782e-03,-1.467718999999999968e-02
-9.460000000000000353e-02,-7.236302000000000012e-01,-1.365339999999999956e-02,-3.071969999999999822e-03
-9.440000000000001168e-02,-7.168034999999999268e-01,-6.826699999999999782e-03,-1.604250999999999941e-02
-9.420000000000000595e-02,-7.441103000000000023e-01,-1.365339999999999956e-02,-3.413299999999999863e-04
-9.400000000000000022e-02,-7.372835999999999279e-01,-6.826699999999999782e-03,-3.413299999999999754e-03
-9.380000000000000837e-02,-7.577636999999999290e-01,-1.365339999999999956e-02,-1.604250999999999941e-02
-9.360000000000000264e-02,-7.577636999999999290e-01,-2.048010000000000108e-02,-1.774915999999999994e-02
-9.340000000000001079e-02,-7.714170999999999667e-01,-6.826699999999999782e-03,-1.365319999999999945e-03
-9.320000000000000506e-02,-7.714170999999999667e-01,-1.365339999999999956e-02,-1.672517000000000101e-02
-9.299999999999999933e-02,-7.850705000000000044e-01,-6.826699999999999782e-03,-4.437289999999999984e-03
-9.280000000000000748e-02,-7.918971999999999678e-01,-6.826699999999999782e-03,-3.413299999999999754e-03
-9.260000000000000175e-02,-8.055506000000000055e-01,-1.365339999999999956e-02,-1.706649999999999834e-02
-9.240000000000000990e-02,-8.055506000000000055e-01,-6.826699999999999782e-03,-3.413299999999999754e-03
-9.220000000000000417e-02,-8.192039999999999322e-01,-2.048010000000000108e-02,-1.911447999999999967e-02
-9.199999999999999845e-02,-8.192039999999999322e-01,-2.048010000000000108e-02,-2.047979999999999939e-02
-9.180000000000000659e-02,-8.396840999999999333e-01,-6.826699999999999782e-03,-4.437289999999999984e-03
-9.160000000000000087e-02,-8.328573999999999700e-01,-6.826699999999999782e-03,-1.638384000000000021e-02
-9.140000000000000902e-02,-8.533374999999999710e-01,-1.365339999999999956e-02,-2.047980000000000026e-03
-9.120000000000000329e-02,-8.533374999999999710e-01,-1.365339999999999956e-02,-1.979713999999999779e-02
-9.099999999999999756e-02,-8.669909000000000088e-01,-6.826699999999999782e-03,-3.071969999999999822e-03
-9.080000000000000571e-02,-8.738175999999999721e-01,-6.826699999999999782e-03,-3.413299999999999863e-04
-9.059999999999999998e-02,-8.942976999999999732e-01,-1.365339999999999956e-02,-1.501851999999999875e-02
-9.040000000000000813e-02,-8.874710000000000099e-01,-1.365339999999999956e-02,-1.570117999999999861e-02
-9.020000000000000240e-02,-9.079511000000000109e-01,0.000000000000000000e+00,6.826599999999999726e-04
-9.000000000000001055e-02,-9.011243999999999366e-01,0.000000000000000000e+00,5.119949999999999848e-03
-8.980000000000000482e-02,-9.216044999999999376e-01,-1.365339999999999956e-02,-1.570117999999999861e-02
-8.959999999999999909e-02,-9.216044999999999376e-01,-1.365339999999999956e-02,-1.774915999999999994e-02
-8.940000000000000724e-02,-9.352578999999999754e-01,0.000000000000000000e+00,4.437289999999999984e-03
-8.920000000000000151e-02,-9.352578999999999754e-01,0.000000000000000000e+00,0.000000000000000000e+00
-8.900000000000000966e-02,-9.557379999999999765e-01,-1.365339999999999956e-02,-1.228787999999999929e-02
-8.880000000000000393e-02,-9.557379999999999765e-01,-1.365339999999999956e-02,-1.058122999999999876e-02
-8.860000000000001208e-02,-9.693914000000000142e-01,0.000000000000000000e+00,3.071969999999999822e-03
-8.840000000000000635e-02,-9.693914000000000142e-01,0.000000000000000000e+00,-1.160521999999999943e-02
-8.820000000000000062e-02,-9.898715000000000153e-01,-6.826699999999999782e-03,9.557239999999999833e-03
-8.800000000000000877e-02,-9.830447999999999409e-01,0.000000000000000000e+00,6.485269999999999577e-03
-8.780000000000000304e-02,-1.003524899999999942e+00,-6.826699999999999782e-03,-7.509259999999999373e-03
-8.760000000000001119e-02,-1.003524899999999942e+00,0.000000000000000000e+00,-3.413299999999999754e-03
-8.740000000000000546e-02,-1.024005000000000054e+00,6.826699999999999782e-03,1.023989999999999970e-02
-8.719999999999999973e-02,-1.017178299999999869e+00,6.826699999999999782e-03,9.215909999999999033e-03
-8.700000000000000788e-02,-1.037658399999999981e+00,0.000000000000000000e+00,-5.461279999999999780e-03
-8.680000000000000215e-02,-1.037658399999999981e+00,-6.826699999999999782e-03,-6.143939999999999645e-03
-8.660000000000001030e-02,-1.051311799999999907e+00,6.826699999999999782e-03,1.535984999999999955e-02
-8.640000000000000457e-02,-1.051311799999999907e+00,1.365339999999999956e-02,1.570117999999999861e-02
-8.619999999999999885e-02,-1.071791900000000020e+00,6.826699999999999782e-03,3.071969999999999822e-03
-8.600000000000000699e-02,-1.064965200000000056e+00,0.000000000000000000e+00,6.826599999999999726e-04
-8.580000000000000127e-02,-1.085445299999999946e+00,1.365339999999999956e-02,1.638384000000000021e-02
-8.560000000000000941e-02,-1.085445299999999946e+00,0.000000000000000000e+00,3.413299999999999754e-03
-8.540000000000000369e-02,-1.099098699999999873e+00,1.365339999999999956e-02,1.774915999999999994e-02
-8.519999999999999796e-02,-1.099098699999999873e+00,1.365339999999999956e-02,5.119949999999999848e-03
-8.500000000000000611e-02,-1.119578799999999985e+00,6.826699999999999782e-03,1.809049000000000074e-02
-8.480000000000000038e-02,-1.112752100000000022e+00,6.826699999999999782e-03,7.167929999999999441e-03
-8.460000000000000853e-02,-1.133232199999999912e+00,2.048010000000000108e-02,2.150378999999999832e-02
-8.440000000000000280e-02,-1.133232199999999912e+00,2.048010000000000108e-02,2.218644999999999992e-02
-8.419999999999999707e-02,-1.153712300000000024e+00,1.365339999999999956e-02,1.023989999999999970e-02
-8.400000000000000522e-02,-1.146885600000000061e+00,1.365339999999999956e-02,1.297053999999999915e-02
-8.380000000000001337e-02,-1.167365699999999951e+00,2.048010000000000108e-02,2.491708999999999938e-02
-8.360000000000000764e-02,-1.167365699999999951e+00,2.730679999999999913e-02,2.696506999999999724e-02
-8.340000000000000191e-02,-1.181019099999999877e+00,1.365339999999999956e-02,1.194655000000000022e-02
-8.319999999999999618e-02,-1.181019099999999877e+00,1.365339999999999956e-02,2.559974999999999751e-02
-8.300000000000000433e-02,-1.201499199999999989e+00,2.048010000000000108e-02,9.898569999999998897e-03
-8.280000000000001248e-02,-1.201499199999999989e+00,2.730679999999999913e-02,1.194655000000000022e-02
-8.260000000000000675e-02,-1.215152599999999916e+00,1.365339999999999956e-02,2.867171999999999776e-02
-8.240000000000000102e-02,-1.215152599999999916e+00,2.048010000000000108e-02,2.867171999999999776e-02
-8.220000000000000917e-02,-1.235632700000000028e+00,1.365339999999999956e-02,1.262921000000000009e-02
-8.200000000000000344e-02,-1.228806000000000065e+00,1.365339999999999956e-02,1.365319999999999902e-02
-8.180000000000001159e-02,-1.249286099999999955e+00,2.730679999999999913e-02,2.559974999999999751e-02
-8.160000000000000586e-02,-1.249286099999999955e+00,1.365339999999999956e-02,1.433585999999999888e-02
-8.140000000000000013e-02,-1.262939499999999882e+00,2.730679999999999913e-02,2.969571000000000016e-02
-8.120000000000000828e-02,-1.262939499999999882e+00,2.730679999999999913e-02,1.706649999999999834e-02
-8.100000000000000255e-02,-1.276592900000000030e+00,1.365339999999999956e-02,3.071969999999999909e-02
-8.080000000000001070e-02,-1.283419599999999994e+00,2.730679999999999913e-02,3.106102999999999989e-02
-8.060000000000000497e-02,-1.297072999999999920e+00,1.365339999999999956e-02,1.365319999999999902e-02
-8.039999999999999925e-02,-1.297072999999999920e+00,1.365339999999999956e-02,1.092255999999999956e-02
-8.020000000000000739e-02,-1.310726400000000069e+00,2.730679999999999913e-02,2.525842000000000018e-02
-8.000000000000000167e-02,-1.310726400000000069e+00,2.048010000000000108e-02,1.228787999999999929e-02
-7.980000000000000981e-02,-1.331206499999999959e+00,1.365339999999999956e-02,2.730639999999999804e-02
-7.960000000000000409e-02,-1.331206499999999959e+00,1.365339999999999956e-02,1.570117999999999861e-02
